id,cost
1,23.435527994999
2,13.7459479013879
3,7.78002931419868
4,5.76804786406464
5,4.6192732767748
6,4.34053535077161
7,4.18747034610856
8,4.13611259915832
9,21.4601706747916
10,12.1776117085606
11,6.46161232348221
12,4.58972730798717
13,3.38846021162102
14,3.09045161799941
15,2.9647315406774
16,2.92588801234589
17,27.2082016361576
18,16.3127304308241
19,9.47737124701777
20,7.2680615624032
21,5.54162777360429
22,5.32797979136712
23,5.16124918555931
24,5.09848898198226
25,23.7011445277828
26,13.9237382184745
27,7.89990757916347
28,5.91130825034948
29,4.89770360357193
30,4.60713678036389
31,4.45876886825769
32,4.40459848800229
33,22.0791363506695
34,12.6186564964848
35,6.79361750685139
36,4.88345593902866
37,3.71717331670956
38,3.43428343018944
39,3.30061765627771
40,3.25797946423804
41,7.52797637519159
42,54.9221904457258
43,12.3920336309676
44,42.8285705641214
45,26.7564091289349
46,17.1498282749022
47,14.0848912109513
48,12.2602529774335
49,11.8480659895708
50,11.576667971336
51,11.4657959180251
52,39.7623925017267
53,27.132035647232
54,18.7885146225942
55,7.89587787396137
56,4.03247837956212
57,15.6702764522093
58,23.8052547844681
59,13.3973315709107
60,9.73956358390018
61,9.57115357894622
62,6.21619813215125
63,24.0846398867403
64,14.6154053629391
65,8.43457063815526
66,6.09046995370861
67,4.73101668999004
68,4.59456255965549
69,4.45112635313406
70,4.40517351806519
71,14.0002792801718
72,6.65749198555708
73,6.4531771619945
74,4.11981797454954
75,11.489581038298
76,20.5961492829161
77,11.6662642221442
78,6.0071499482312
79,4.02603848836914
80,2.92791859372214
81,2.61109820016888
82,2.45925672696257
83,2.42496015274293
84,13.8398718895915
85,19.5895475358027
86,14.8421888462869
87,14.6379328425815
88,11.9060545147262
89,22.3810941069476
90,12.9423660973523
91,6.93960863063104
92,4.92573912066432
93,3.63646929032668
94,3.29857004311143
95,3.15003486488147
96,3.10806464400701
97,5.82473586909552
98,21.6067968908197
99,12.4665209313908
100,6.55910932860633
101,4.49860459526481
102,3.26906772444388
103,2.96029915799984
104,2.84662080653313
105,2.81239310970865
106,26.7798254765832
107,15.6989590629212
108,9.01556188855963
109,6.33374885533652
110,4.65678748976907
111,4.5257198237964
112,4.39401899199907
113,4.34463484693018
114,5.91730778609912
115,6.3527595615915
116,17.9333403195953
117,12.8657237628724
118,11.6484717386302
119,10.5216260728773
120,33.6202274292229
121,22.0789616740906
122,20.8806659770237
123,14.7209521577157
124,18.4208572703722
125,10.0381057779667
126,5.10735417145151
127,3.33499818317263
128,2.09429239513458
129,1.89050204920749
130,1.82157102344244
131,15.3896945543735
132,26.1191991603196
133,13.0287451191441
134,11.8166681758503
135,11.2871869876181
136,3.09896926792098
137,12.4641835155764
138,12.3066738708782
139,6.94497686568404
140,6.80581367200067
141,3.03716813216108
142,23.6522914274107
143,13.6737712993496
144,7.26984906952246
145,5.10349098652633
146,3.9195120946005
147,3.57950477228212
148,3.43601472015692
149,3.39479307976092
150,19.0110368921701
151,30.2889041722135
152,18.3709828917815
153,11.1669717258199
154,8.62292194291265
155,6.15167520616745
156,5.96669880765125
157,5.85888943145046
158,5.79736159411701
159,59.7808766171896
160,39.9120327825213
161,37.1705939346088
162,33.3329294611802
163,29.6589720669718
164,18.8939197055593
165,17.5916942377396
166,13.7039078226752
167,23.4377627234578
168,12.4199062080185
169,7.34487833285394
170,4.65800618277539
171,3.14447068824751
172,2.89577694822303
173,2.77872490865935
174,2.74378615187507
175,20.9591275417338
176,12.7813780028308
177,8.00796101185226
178,21.7171434867809
179,8.45918469749795
180,6.47012415106677
181,56.1604118025042
182,25.4743142511452
183,14.520681703402
184,8.1564443350974
185,30.8907039242634
186,18.3921275078022
187,11.1526313596254
188,8.61467384219747
189,6.69759618137813
190,6.48841225558954
191,6.22643531840678
192,6.15156917361934
193,2.98748630212416
194,2.89185378076996
195,21.5134872962093
196,12.2232990070944
197,6.42116410027354
198,4.55069772795197
199,3.3278893742448
200,3.04769839541439
201,2.91693039582545
202,2.87809624599595
203,21.1911350476711
204,12.015588478591
205,6.26683889178336
206,4.37156664183263
207,3.20517258538089
208,2.91129480082682
209,2.76332444280278
210,2.72601316558591
211,21.1839851415163
212,12.0113949014725
213,6.26449745678838
214,4.36627043567953
215,3.18560923876242
216,2.89562300297388
217,2.74531365552348
218,2.70818095395334
219,20.8339752532187
220,11.8057505045956
221,6.09088029296743
222,4.13694509287572
223,2.97177816178042
224,2.65710279526248
225,2.50332694429002
226,2.46859345500277
227,21.1911350476711
228,12.015588478591
229,6.26683889178336
230,4.37156664183263
231,3.20024111817421
232,2.90293590303543
233,2.75234435838387
234,2.7151419686735
235,21.1911350476711
236,12.015588478591
237,6.26683889178336
238,4.37156664183263
239,3.20024111817421
240,2.90293590303543
241,2.75234435838387
242,2.7151419686735
243,21.2267919764736
244,11.5764409096471
245,11.5549973723075
246,9.04456265255641
247,22.885481040811
248,13.3264897524812
249,7.32273063738621
250,5.36680972742459
251,3.96624133443724
252,3.62982233301484
253,3.48586396383698
254,3.44145231033184
255,25.1652106654674
256,22.1624150212223
257,12.7869530279006
258,6.7646459079803
259,4.73623315856023
260,3.48881894293242
261,3.1553842152272
262,3.01903306237056
263,2.97921502799729
264,15.544729362977
265,31.0196547219837
266,19.3636804089078
267,12.355084696163
268,10.2193634788745
269,8.48043332737846
270,8.18682097862077
271,7.99331646096474
272,7.90367254857152
273,4.7828540147515
274,7.65980435792464
275,22.4364265833088
276,12.9500529923784
277,6.86064998811183
278,4.8216500207731
279,3.59449144996924
280,3.24955713139694
281,3.10991244452297
282,3.06919409185314
283,4.48063327258391
284,4.45598090891529
285,15.579884633216
286,11.2803482939676
287,7.26649583489986
288,7.11106659600658
289,22.8463880649689
290,13.2277066942615
291,7.18190216832353
292,5.21069906221119
293,3.88137751263213
294,3.51648447425755
295,3.35368224209198
296,3.30965254059806
297,21.8606998082796
298,12.6073635465053
299,6.65348713284913
300,4.63074273042216
301,3.34413991064867
302,3.03772110915077
303,2.91470114358046
304,2.87745970412158
305,1.48990983648948
306,45.1172693731833
307,22.8432712082231
308,13.5169390725781
309,7.26674849864182
310,5.43064387738731
311,4.05723882970664
312,3.79465405630649
313,3.67210110175765
314,3.62680775488196
315,25.6005410797845
316,18.2428980181888
317,8.55737923313798
318,4.79901032558278
319,3.23923902467652
320,2.92907741240394
321,2.79143864977803
322,2.75340601170133
323,5.40675802123226
324,25.0858663867349
325,15.3018966027501
326,8.70222443580956
327,6.40075103690358
328,5.23900351367439
329,5.01788708234466
330,4.90205621946359
331,4.83701960065235
332,28.1384477841459
333,16.9654532634288
334,10.0119077447093
335,7.84657396764817
336,6.06044955154821
337,5.7587170731082
338,5.56657866347056
339,5.4951835288816
340,28.1384477841459
341,16.9654532634288
342,10.0119077447093
343,7.84657396764817
344,6.06044955154821
345,5.7587170731082
346,5.56657866347056
347,5.4951835288816
348,37.6915145282505
349,17.7371279144385
350,11.5148276976161
351,6.64897171321481
352,6.48984615529509
353,3.87610520562937
354,2.01775257416377
355,17.8693515199
356,10.0417640712424
357,9.81091591628812
358,8.35498579175009
359,5.08173296327458
360,4.76465845006549
361,11.6189907527797
362,13.8274892645317
363,23.8102409318242
364,16.0837746203338
365,15.7198504342567
366,11.6289470743703
367,11.5622913951906
368,11.1026776919579
369,56.2970429321989
370,21.9648689010577
371,12.5499852679221
372,6.73715038531051
373,4.81242512498416
374,3.64657179371253
375,3.35432054615946
376,3.19863567492429
377,3.15700864457559
378,42.2089177226944
379,31.653400097052
380,26.7452845047877
381,24.1133075282933
382,13.4639584705485
383,29.1568439942812
384,16.5021695972731
385,10.0864888189405
386,7.77157681556693
387,6.10836974360305
388,5.95929083978922
389,5.83493805360576
390,5.77030013620617
391,27.6207542776901
392,17.0512967003887
393,10.3147349545757
394,7.82708395314785
395,5.94527861558983
396,5.70096828418466
397,5.56769869615646
398,5.50887368303198
399,29.9571874861007
400,16.971113063104
401,10.3978471549336
402,8.1048046338358
403,6.46473009128438
404,6.3047333608538
405,6.18380916906302
406,6.11521546192369
407,22.6166262685636
408,15.6384814028524
409,7.9926316968052
410,4.27273657889498
411,3.44083890305312
412,27.7133077394185
413,16.2419870487081
414,9.32894615571468
415,7.39170735013109
416,5.21519363417814
417,5.06207922991036
418,4.97150321396384
419,4.91930311643521
420,29.5582048338115
421,17.8730124018184
422,11.0868531403384
423,8.77013360907726
424,7.01819465178239
425,6.8003319197121
426,6.68468491879067
427,6.6149843064797
428,29.5582048338115
429,17.8730124018184
430,11.0868531403384
431,8.77013360907726
432,7.01819465178239
433,6.8003319197121
434,6.68468491879067
435,6.6149843064797
436,30.888965640239
437,18.7534230448235
438,11.4822989477764
439,9.07608248858212
440,7.05892774084595
441,6.85177361704682
442,6.70920721782495
443,6.63599254290799
444,29.8219564496711
445,17.2149138667453
446,9.99669095374647
447,7.27916182533244
448,5.35632006755836
449,5.32587059945871
450,5.18861366788399
451,5.12265267053736
452,19.7153879804868
453,11.1265241514947
454,5.61508858369191
455,3.66523035024298
456,2.48323645167311
457,2.09848082402995
458,1.97561666233671
459,1.94790082511018
460,21.7581193527426
461,12.5346719125151
462,6.59978915166978
463,4.55151851066405
464,3.31197338395805
465,3.00475843380735
466,2.88689474957142
467,2.85230864531179
468,23.0050868167912
469,15.8776474641925
470,15.7541110410574
471,14.8572491139641
472,10.6922524021539
473,28.1739618396855
474,16.9877171840082
475,10.0176341926425
476,7.88383533584919
477,6.0787223035929
478,5.79258332721567
479,5.61137930869481
480,5.5437387427668
481,28.0849752682177
482,16.932850954679
483,9.97465880551281
484,7.83234249674829
485,6.05153737789909
486,5.76681241211582
487,5.5886794476019
488,5.52127112238784
489,4.40917423168729
490,19.6492359085403
491,10.5474766525593
492,7.93304781159341
493,7.80262231350474
494,22.5188067722507
495,12.9012892533841
496,7.11111799431007
497,5.23920438697875
498,4.02038700340866
499,3.71350945661863
500,3.56762319193776
501,3.52205833200471
502,21.509846335333
